description,name,date
"Jeda.ai is an all-in-one Generative AI Workspace to create visual content, collaborate, and brainstorm product, marketing, and sales strategies in real-time using Jeda AI. Maximize productivity with Jeda AI Online Whiteboard.
Jeda.ai can perform sentiment analysis and provide recommendations using user input data in a retrospective template with powerful visuals. Generate Mind-map or infographic like diagram with Ain
",Jeda.ai,2023-04-05T04:47:03Z
"Create SEO'ed 3000-word article that reads human. AI detection tools classify the articles as 'most likely written by human'. Registration/login is not required to use this app. Just visit the link, enter the title, the SEO keywords and tweak the settings to generate a full-length article.
",AutoWrite App,2023-04-04T19:19:09Z
"Fun-based selection of AI tools with name generators, chatbots, image transformers and more
",Bored Humans,2023-04-04T15:29:12Z
"Viff is an AI assistant for hotel managers that generates personalized, contextual and courteous responses to hotel guest reviews. It learns the tone and brand voice of the business and generates responses in the same consistent voice.
",Viff,2023-04-04T10:43:47Z
"Google Search with 35+ Million AI Art Prompts
",Prompt Search,2023-04-04T08:39:37Z
"AirOps is a collection of configurable, task-specific AI apps with superpowers. 
With AirOps you can: 1. Draft, fix, and optimize SQL queries with natural language. 2. Perform NLP techniques like text classification, sentiment analysis, and entity extraction at scale, without the need for training data or technical resources. 3. Generate personalized content with context from your data warehouse, the web, or any API. 4.Turn any file type (video, audio, PDF, text) into rich summaries or net new asset types (e.g., landing pages, emails, blog posts)
",AirOps,2023-04-04T01:23:49Z
"SocialBee's AI-powered Social Post Generator is a tool that assists users in crafting captivating captions and creative ideas for their social media accounts. 

With an extensive collection of prompt templates, the tool can be personalized to reflect the individual's unique style and tone of voice. 

The generated content can be further edited, customized and scheduled for publishing. It's an incredible solution that simplifies the social media content creation process and allows users to focus on other important tasks.
",SocialBee,2023-04-03T16:02:26Z
"Create Flexible and Advance Prompt in ChatGPT in Google Extension
",ChatGPT Prompt Plus,2023-04-03T15:42:45Z
"Spoke.ai cuts through workplace noise with powerful AI that prioritizes and summarizes across tools. Benefit from powerful AI summarization with our App for Slack, which takes <2 minutes to set up.
",SpokeAI,2023-04-03T14:44:57Z
"Generative Media toolkit. Text to Image, Audio and Video. Users can also train custom models and prompt them.
",Snowpixel,2023-04-03T14:16:34Z
"It is the only specialized AI-Assistant that creates a complete, comprehensive and accurate mini-course.
",Mini Course Generator,2023-04-03T13:48:40Z
"Send what you need as a subject of the email sent to ai@emailhelper.ai and get it unfolded into a neat business email. Avoid mistakes and speed up you business correspondence. 
",EmailHelper,2023-04-03T12:59:14Z
"Ask customers open ended questions, and analiyze their opinions into sentiment graphs and send back personalized replies back
",AskHumans,2023-04-03T10:36:44Z
"Centropo is the perfect tool for real estate agents looking to save time and effort on video creation. With Centropo, you can easily create high-quality property tours, neighborhood guides, and client testimonials without the need for expensive equipment or technical expertise. 
",Centropo,2023-04-03T07:32:06Z
"MagickPen is an AI-powered tool that will help you unleash the maximum potential of GPT-3.  With MagickPen, you can effortlessly generate ideas, blogs, plans, reports, resumes, stories, slogans, jokes, and even lyrics without having to rack your brain to come up with a prompt. Writing has never been easier! 
",MagickPen,2023-04-02T23:06:01Z
"Reword helps you write articles that perform with an editor that thinks.Collaborate with an AI that is trained on your articles, to create engaging and informative content in a familiar voice for your voice. Optimise your published articles with an AI-powered analysis of your content, that understands how it aligns with your readers intent. Integrate seamlessly with Wordpress, Webflow, Ghost and more integrations.

",Reword,2023-04-01T21:16:24Z
"It creates personalised travel itineraries based on the user input. Suggests activities, places to eat, things to see etc. 
Help people plan their dream travels :) 
",journeymade,2023-04-01T17:09:19Z
"Empowering the world’s greatest storytellers with magical new tools and emerging technologies.
Unleashing the power of visual dubbing.  Opening up a new world of possibilities, from fast and efficient AI reshoots to the creation of immersive, authentic, perfectly lip-synced visual translations.

",Flawless AI,2022-10-01T16:31:48Z
"A large multimodal model (accepting image and text inputs, emitting text outputs) that, while less capable than humans in many real-world scenarios, exhibits human-level performance on various professional and academic benchmarks
",GPT-4,2023-03-14T17:23:55Z
"Rask AI is a one-stop-shop localization tool allowing content creators to translate their videos into 60+ languages efficiently. With ""Text-to-Voice"" and ""Voice Cloning"" technologies, you may add a human-like voiceover to videos without hiring a voice actor.
",Rask,2023-03-21T17:57:40Z
"Add your own content (pdf, csv, doc, docx, txt or website) and create your own chatGPT, then embed it, share it or use via API.
",My AskAI,2023-04-01T09:07:02Z
"OpenRead utilizes advanced AI technology to convert PDF-format scientific papers into interactive papers. Additionally, it employs AI algorithms to produce paragraph and overall paper summaries, allowing users to swiftly comprehend the main concepts without having to read the entire paper. Moreover, OpenRead enables users to ask questions related to the paper without having to go through the laborious process of reading the entire paper. Along with these features, OpenRead boasts a powerful AI assistant named Oat, which assists users in tasks such as data analysis and other repetitive tasks, and also responds to any research-related inquiries.
",OpenRead,2023-04-01T03:32:49Z
"Visus allows you to easily train a ChatGPT AI on your own documents and knowledge base. No coding is required.
",Visus,2023-03-31T23:38:39Z
"Turn your favorite GPT prompts into AI tools. Deploy custom GPT apps with no code. Design AI tools, forms, & widgets for your end users. Create texts, forms and more
",Formwise,2023-03-31T21:43:30Z
"A library of books made into chatbots using GPT-3. You can talk to suggested books in the format of conversation
",Konjer,2023-03-31T20:40:30Z
"Automated email marketing partner. With tinyEinstein, Shopify solopreneurs can create powerful and persuasive content with virtually no time investment required. Just set it up in minutes and start seeing results! 

Say goodbye to manual content crafting for your newsletters, automations, and forms. Now you can create stunning opt-in pages, automatically segment customers with artificial intelligence, have your messaging tailored to match each customer's journey, chain triggers together to drive engagement and sales, test various scenarios without a hassle, schedule emails days in advance - all these features are now at your fingertips! 
",tinyEinstein,2023-03-31T17:00:13Z
